days_to_departure,seats_remaining,historical_demand,competitor_price,booking_velocity,is_weekend,flight_capacity,occupied_seats,occupancy_rate,ticket_price
25,141,49,8599,2,1,220,79,0.3590909091,9631
58,57,97,5056,30,1,150,93,0.62,9624
22,176,25,3799,25,1,150,-26,-0.1733333333,6989
58,103,86,3638,13,0,180,77,0.4277777778,7506
58,90,99,3858,28,1,220,130,0.5909090909,9735
22,112,26,8431,1,0,220,108,0.4909090909,8666
49,28,71,5022,17,1,180,152,0.8444444444,9642
52,85,33,6956,13,0,180,95,0.5277777778,8070
42,162,92,5127,4,0,220,58,0.2636363636,8291
6,124,34,4803,7,1,180,56,0.3111111111,8833
15,63,40,8504,17,1,220,157,0.7136363636,11257
54,132,54,4634,9,1,220,88,0.4,7965
43,118,85,5686,4,1,150,32,0.2133333333,7948
60,119,21,8591,19,1,150,31,0.2066666667,7586
37,18,54,6670,1,0,220,202,0.9181818182,9736
33,13,97,7335,10,1,220,207,0.9409090909,11558
8,44,39,5651,4,1,220,176,0.8,10901
53,29,29,4737,9,0,220,191,0.8681818182,8064
60,107,44,7235,13,1,220,113,0.5136363636,8369
44,26,85,6334,14,1,220,194,0.8818181818,10882
44,8,44,7760,10,0,180,172,0.9555555556,9852
5,158,73,4498,6,1,220,62,0.2818181818,8696
39,33,52,6067,16,1,180,147,0.8166666667,10681
4,113,55,4807,6,1,180,67,0.3722222222,9210
6,102,33,4156,17,0,220,118,0.5363636364,9367
45,41,84,6160,10,1,220,179,0.8136363636,10055
32,79,99,5711,18,0,180,101,0.5611111111,9787
52,74,73,5409,27,1,180,106,0.5888888889,9252
30,150,71,7230,22,0,220,70,0.3181818182,9175
47,132,22,5546,18,1,220,88,0.4,7906
35,89,60,6662,3,0,180,91,0.5055555556,8709
55,46,25,4640,20,0,180,134,0.7444444444,8125
40,104,44,3766,27,0,180,76,0.4222222222,7785
52,45,32,5345,21,0,150,105,0.7,8396
16,170,27,5208,25,0,180,10,0.05555555556,8231
13,38,40,7130,28,0,150,112,0.7466666667,11200
50,21,87,6711,15,1,220,199,0.9045454545,10946
60,169,44,5793,15,1,220,51,0.2318181818,7626
42,157,98,7232,4,0,180,23,0.1277777778,8741
30,126,87,7329,29,0,220,94,0.4272727273,10388
19,80,64,5010,27,0,220,140,0.6363636364,10355
17,91,79,3975,9,0,220,129,0.5863636364,9104
56,121,31,4476,27,1,220,99,0.45,7834
19,110,51,4707,26,0,150,40,0.2666666667,8732
28,90,32,8639,19,1,150,60,0.4,9519
58,31,50,5460,24,1,180,149,0.8277777778,9409
55,61,97,4057,28,0,180,119,0.6611111111,9178
26,35,39,8613,17,0,180,145,0.8055555556,10201
37,138,37,4382,11,1,220,82,0.3727272727,7872
26,172,79,5694,25,1,220,48,0.2181818182,9650
53,102,82,8261,9,0,150,48,0.32,9010
23,16,25,6167,10,0,150,134,0.8933333333,10016
9,57,51,8459,18,0,180,123,0.6833333333,11157
12,142,62,8177,20,1,150,8,0.05333333333,9294
53,177,21,8290,13,1,150,-27,-0.18,6640
1,149,79,8847,8,0,150,1,0.006666666667,9482
58,158,42,5110,7,1,150,-8,-0.05333333333,6261
58,126,50,6988,17,1,150,24,0.16,7702
1,50,24,8835,21,0,180,130,0.7222222222,11523
47,68,53,5954,23,0,180,112,0.6222222222,9082
34,134,29,7994,15,1,150,16,0.1066666667,8313
32,58,21,5446,20,1,180,122,0.6777777778,8962
54,111,30,8310,15,0,220,109,0.4954545455,8312
48,55,69,8299,1,0,150,95,0.6333333333,9459
25,40,50,6308,25,0,220,180,0.8181818182,10670
40,119,75,7325,14,0,180,61,0.3388888889,8349
45,30,98,7036,5,0,180,150,0.8333333333,10111
53,33,92,7302,11,1,220,187,0.85,11094
1,153,28,7677,16,1,180,27,0.15,9461
16,15,40,8199,2,1,150,135,0.9,11160
39,44,92,5470,8,1,220,176,0.8,10843
5,15,47,7322,11,0,150,135,0.9,11148
22,168,81,6319,29,0,220,52,0.2363636364,9790
29,117,26,4402,18,0,180,63,0.35,7936
55,43,99,3864,3,1,220,177,0.8045454545,9598
3,58,35,7758,30,1,220,162,0.7363636364,11918
12,102,23,6619,26,1,150,48,0.32,9482
26,59,23,6058,1,0,180,121,0.6722222222,8558
16,115,59,5363,11,1,150,35,0.2333333333,8814
51,156,36,3615,16,0,180,24,0.1333333333,5917
37,154,71,5884,18,0,150,-4,-0.02666666667,7915
22,73,71,8476,30,0,220,147,0.6681818182,11284
57,60,55,7435,16,0,150,90,0.6,9112
29,37,57,8435,23,0,180,143,0.7944444444,11299
14,40,69,8942,10,0,180,140,0.7777777778,11284
28,152,82,5990,18,1,220,68,0.3090909091,9322
5,85,82,8632,6,0,180,95,0.5277777778,10803
47,113,81,4442,19,0,150,37,0.2466666667,7761
49,158,26,5224,4,1,220,62,0.2818181818,6649
30,77,46,5834,27,0,180,103,0.5722222222,9373
46,44,33,6267,13,1,180,136,0.7555555556,9355
52,21,90,4637,24,1,150,129,0.86,10318
5,133,24,6027,14,1,150,17,0.1133333333,8501
12,65,74,7617,3,0,220,155,0.7045454545,10316
16,175,21,6920,10,0,180,5,0.02777777778,7630
26,108,81,8278,6,1,150,42,0.28,10235
26,46,40,7406,1,0,220,174,0.7909090909,9989
48,29,98,7137,23,0,180,151,0.8388888889,10953
21,43,40,6453,24,1,180,137,0.7611111111,10990
39,39,29,5867,27,1,220,181,0.8227272727,10104
36,135,77,7721,14,0,220,85,0.3863636364,8854
33,112,58,3776,8,1,150,38,0.2533333333,7881
30,176,24,5499,19,1,180,4,0.02222222222,7346
37,106,84,4727,14,1,180,74,0.4111111111,9261
23,102,32,7252,10,0,180,78,0.4333333333,9142
58,16,72,7235,17,0,220,204,0.9272727273,10545
10,23,64,4195,9,0,150,127,0.8466666667,10322
54,105,51,4809,29,1,180,75,0.4166666667,8178
5,48,55,7652,6,0,220,172,0.7818181818,10899
36,53,100,6734,11,1,180,127,0.7055555556,10848
34,21,79,7614,25,0,150,129,0.86,11360
52,78,30,5811,7,0,180,102,0.5666666667,7713
31,61,82,6341,17,1,150,89,0.5933333333,10468
10,59,40,7708,28,0,150,91,0.6066666667,10539
58,51,71,7059,28,1,180,129,0.7166666667,10165
19,16,74,6898,1,0,180,164,0.9111111111,10888
58,66,45,4041,22,0,150,84,0.56,7338
32,84,87,6194,5,1,220,136,0.6181818182,10045
1,87,53,8174,9,1,150,63,0.42,10809
56,12,71,4588,18,1,180,168,0.9333333333,10405
5,153,71,6863,24,0,180,27,0.15,9609
45,85,48,3524,27,0,220,135,0.6136363636,8852
4,122,57,5072,21,0,150,28,0.1866666667,9472
16,29,61,6458,2,1,150,121,0.8066666667,10646
24,93,40,7736,29,1,150,57,0.38,9929
16,16,61,5267,26,1,180,164,0.9111111111,11553
55,147,32,8243,11,0,150,3,0.02,6736
2,63,83,5735,27,0,220,157,0.7136363636,11816
49,158,36,3700,28,1,180,22,0.1222222222,7111
28,113,28,6698,6,0,180,67,0.3722222222,8510
32,30,60,3756,26,1,150,120,0.8,10109
27,51,20,7247,8,0,220,169,0.7681818182,9095
20,36,21,8142,4,0,180,144,0.8,9984
24,14,79,5741,18,1,180,166,0.9222222222,11822
12,20,67,6675,28,0,150,130,0.8666666667,11679
50,149,48,7106,11,0,150,1,0.006666666667,7004
35,155,29,6836,5,1,220,65,0.2954545455,8656
60,30,77,8397,15,1,150,120,0.8,10721
33,90,79,8537,28,0,220,130,0.5909090909,10762
33,139,40,3913,18,1,180,41,0.2277777778,7849
51,18,47,5514,2,0,220,202,0.9181818182,9138
43,83,94,4881,22,1,220,137,0.6227272727,10353
37,121,53,4598,11,0,220,99,0.45,8248
12,11,27,6926,26,0,180,169,0.9388888889,11042
3,141,78,7155,25,1,150,9,0.06,10224
1,119,91,4409,13,0,180,61,0.3388888889,9740
33,180,68,3687,4,0,150,-30,-0.2,6053
40,76,98,7544,22,1,220,144,0.6545454545,10933
10,63,36,7256,7,1,220,157,0.7136363636,10664
43,86,79,5515,29,0,220,134,0.6090909091,9576
44,120,64,8909,11,1,220,100,0.4545454545,9732
29,171,88,5592,22,1,220,49,0.2227272727,8980
13,150,51,7144,24,0,150,0,0,8539
12,107,63,5630,4,0,150,43,0.2866666667,8996
31,21,84,8742,28,1,220,199,0.9045454545,12181
46,18,27,3857,15,1,180,162,0.9,9313
2,163,96,8685,1,1,180,17,0.09444444444,10043
51,156,91,5922,23,0,220,64,0.2909090909,8805
50,112,62,7757,3,0,150,38,0.2533333333,7696
35,49,20,8045,14,0,180,131,0.7277777778,9335
23,102,70,4997,6,0,180,78,0.4333333333,8828
17,135,43,8632,18,0,180,45,0.25,8981
26,41,43,5658,25,0,220,179,0.8136363636,10437
8,175,36,6055,1,0,180,5,0.02777777778,7926
29,172,24,8909,6,1,180,8,0.04444444444,7998
26,112,39,5842,6,1,180,68,0.3777777778,8827
10,43,40,6451,21,0,180,137,0.7611111111,10796
26,19,77,4738,16,0,150,131,0.8733333333,10418
34,124,50,4473,29,0,220,96,0.4363636364,8475
51,8,30,8227,5,1,220,212,0.9636363636,10376
41,97,71,7465,17,0,150,53,0.3533333333,8866
7,157,34,4550,10,1,150,-7,-0.04666666667,7662
4,145,26,7201,28,1,220,75,0.3409090909,10641
58,165,47,6280,21,1,180,15,0.08333333333,7624
53,20,70,5088,18,1,180,160,0.8888888889,10138
50,174,77,7378,7,1,220,46,0.2090909091,8210
45,112,24,5868,3,0,180,68,0.3777777778,7363
11,130,24,3936,13,0,150,20,0.1333333333,8210
29,59,27,6328,15,1,180,121,0.6722222222,9915
56,174,83,5056,20,0,180,6,0.03333333333,7322
36,38,29,8672,19,1,180,142,0.7888888889,10742
25,162,57,7358,3,1,220,58,0.2636363636,8904
21,17,100,4804,4,0,150,133,0.8866666667,10582
57,145,27,5884,5,0,180,35,0.1944444444,6233
36,22,44,3682,1,0,220,198,0.9,8644
10,164,92,5089,4,0,180,16,0.08888888889,8497
37,100,85,5087,12,0,150,50,0.3333333333,8437
9,127,98,4159,28,1,180,53,0.2944444444,10391
24,43,69,3659,27,0,150,107,0.7133333333,9934
35,50,86,7453,24,0,180,130,0.7222222222,10854
49,33,68,4511,10,0,150,117,0.78,8946
35,66,55,3552,23,1,180,114,0.6333333333,9500
48,20,87,8641,25,0,150,130,0.8666666667,11502
36,125,97,8649,21,1,180,55,0.3055555556,10419
18,14,60,5807,29,0,180,166,0.9222222222,11836
49,162,81,4728,26,0,220,58,0.2636363636,8314
39,157,29,4535,20,1,220,63,0.2863636364,7838
32,107,40,7202,24,0,150,43,0.2866666667,9038
24,88,55,7545,25,0,180,92,0.5111111111,10025
23,137,31,8445,13,1,150,13,0.08666666667,8081
32,69,21,7949,23,0,220,151,0.6863636364,9708
37,7,32,8694,14,1,150,143,0.9533333333,10842
12,177,72,8586,23,1,150,-27,-0.18,9789
49,146,51,4764,5,1,220,74,0.3363636364,7454
55,124,35,5384,4,1,180,56,0.3111111111,7141
13,162,51,5309,14,1,150,-12,-0.08,8457
23,72,51,6667,10,0,220,148,0.6727272727,9847
25,150,30,7297,17,0,180,30,0.1666666667,8141
35,41,29,5841,10,0,220,179,0.8136363636,8959
41,157,34,6914,26,1,150,-7,-0.04666666667,7863
30,180,36,8707,7,1,180,0,0,8112
17,77,59,4317,16,1,180,103,0.5722222222,9731
49,147,37,5937,1,1,220,73,0.3318181818,7387
20,53,74,4388,17,0,220,167,0.7590909091,9998
48,125,92,8776,21,0,220,95,0.4318181818,9552
25,92,44,4167,29,1,180,88,0.4888888889,9774
22,144,78,8228,9,1,180,36,0.2,9906
13,41,97,6124,6,0,150,109,0.7266666667,11046
59,65,41,7732,19,1,180,115,0.6388888889,9289
19,175,49,8023,13,1,150,-25,-0.1666666667,8217
49,128,63,4318,3,1,220,92,0.4181818182,7902
36,43,51,5688,7,0,220,177,0.8045454545,9594
12,67,70,4606,22,0,180,113,0.6277777778,9790
41,50,65,5724,9,1,220,170,0.7727272727,9771
19,92,40,3697,22,0,220,128,0.5818181818,8873
12,15,51,6171,5,1,180,165,0.9166666667,11406
9,66,58,6992,10,1,150,84,0.56,10488
7,81,31,5948,23,0,180,99,0.55,9446
28,157,66,3970,17,1,150,-7,-0.04666666667,7811
14,56,37,5448,12,1,180,124,0.6888888889,10032
31,8,40,8524,23,0,180,172,0.9555555556,10898
52,63,32,7399,16,1,220,157,0.7136363636,9242
19,76,40,5510,3,1,180,104,0.5777777778,9196
58,152,27,7300,30,1,180,28,0.1555555556,8075
47,97,65,8501,25,0,150,53,0.3533333333,9241
16,67,26,7618,22,1,220,153,0.6954545455,10719
53,58,42,7296,9,0,150,92,0.6133333333,8205
5,121,94,7488,29,1,150,29,0.1933333333,11042
35,114,41,3734,15,1,220,106,0.4818181818,8582
12,78,41,8720,5,1,220,142,0.6454545455,10784
25,111,48,4428,23,1,220,109,0.4954545455,9528
52,61,32,7107,13,0,180,119,0.6611111111,8340
59,173,21,4022,14,0,220,47,0.2136363636,5449
21,7,48,7023,20,1,220,213,0.9681818182,12039
36,124,98,8026,15,1,220,96,0.4363636364,10117
53,10,71,8388,16,1,150,140,0.9333333333,10489
23,9,46,5129,23,1,150,141,0.94,11063
16,9,69,8128,13,1,180,171,0.95,11692
57,58,98,4816,17,1,150,92,0.6133333333,9307
39,51,42,6357,23,1,180,129,0.7166666667,10172
45,13,63,8508,8,1,150,137,0.9133333333,11249
53,103,96,4624,21,0,220,117,0.5318181818,9056
42,24,41,8923,2,0,150,126,0.84,9579
58,126,62,6087,5,0,180,54,0.3,7270
39,65,56,4523,6,1,150,85,0.5666666667,8332
14,127,80,4878,12,1,220,93,0.4227272727,9845
31,167,75,6874,18,1,180,13,0.07222222222,8818
58,86,22,5019,30,0,220,134,0.6090909091,8136
5,66,82,3726,22,1,220,154,0.7,11688
35,149,38,8855,22,0,180,31,0.1722222222,8075
23,7,42,8468,1,1,220,213,0.9681818182,11006
29,164,48,4391,30,0,220,56,0.2545454545,7902
43,17,49,7572,17,0,150,133,0.8866666667,9999
11,124,58,8632,30,0,220,96,0.4363636364,10560
18,129,44,5757,11,1,220,91,0.4136363636,8954
47,93,27,6288,10,0,220,127,0.5772727273,8323
12,77,77,3896,19,1,220,143,0.65,10719
9,72,35,8719,14,1,180,108,0.6,11084
10,146,91,5578,26,1,150,4,0.02666666667,9640
58,105,20,8244,10,1,220,115,0.5227272727,8392
44,102,24,7924,15,1,220,118,0.5363636364,9506
17,15,22,6737,28,0,180,165,0.9166666667,10815
38,109,84,7393,19,1,220,111,0.5045454545,10511
7,71,23,8547,4,1,180,109,0.6055555556,10208
46,127,83,5505,2,1,150,23,0.1533333333,8069
13,33,29,5516,9,1,150,117,0.78,10064
40,141,40,6671,10,1,220,79,0.3590909091,8041
42,157,65,6168,28,0,220,63,0.2863636364,8679
9,80,46,5378,11,0,220,140,0.6363636364,9634
50,174,85,4696,14,1,180,6,0.03333333333,7238
27,13,60,5272,7,0,220,207,0.9409090909,10169
58,44,32,3661,23,0,220,176,0.8,8043
2,29,28,7476,15,1,150,121,0.8066666667,12121
5,9,55,5251,22,0,220,211,0.9590909091,11009
29,143,77,4275,19,1,150,7,0.04666666667,8042
37,128,73,8647,22,0,220,92,0.4181818182,10023
38,42,31,4439,15,0,150,108,0.72,8589
19,76,100,6720,30,0,220,144,0.6545454545,11641
8,137,97,4039,28,1,150,13,0.08666666667,9911
48,180,33,8417,24,0,180,0,0,7313
45,94,53,4961,8,0,150,56,0.3733333333,7274
1,150,72,8684,11,1,150,0,0,10185
22,41,39,3855,29,1,150,109,0.7266666667,9869
52,64,94,7104,9,0,220,156,0.7090909091,9830
17,180,35,6823,15,1,220,40,0.1818181818,9141
7,32,89,3734,1,0,220,188,0.8545454545,10457
25,85,75,5048,30,0,180,95,0.5277777778,9894
45,118,77,5596,1,1,180,62,0.3444444444,8132
4,44,23,7713,19,1,150,106,0.7066666667,11203
36,49,23,5601,3,1,180,131,0.7277777778,8181
6,66,39,5173,10,0,150,84,0.56,9594
60,97,29,8663,8,1,150,53,0.3533333333,8058
31,119,43,5600,15,0,150,31,0.2066666667,7778
19,71,45,7157,10,1,180,109,0.6055555556,10261
44,60,56,8153,1,0,220,160,0.7272727273,8980
54,44,73,7096,29,1,180,136,0.7555555556,9976
39,102,40,7248,18,0,150,48,0.32,8474
27,44,93,6673,2,1,150,106,0.7066666667,11016
10,95,57,5315,19,0,180,85,0.4722222222,9252
26,37,65,7341,13,1,150,113,0.7533333333,10647
19,10,23,5505,22,1,150,140,0.9333333333,10983
39,151,79,7993,1,0,180,29,0.1611111111,8263
3,84,76,4174,2,1,180,96,0.5333333333,10817
45,172,64,3886,29,0,180,8,0.04444444444,7566
13,96,39,5658,16,0,150,54,0.36,9110
50,101,36,6161,15,1,150,49,0.3266666667,7852
28,63,90,5564,13,0,220,157,0.7136363636,10358
58,63,23,7351,16,1,220,157,0.7136363636,9397
20,52,33,6753,17,1,180,128,0.7111111111,10369
28,173,22,8479,21,0,220,47,0.2136363636,8482
8,17,99,8136,29,1,150,133,0.8866666667,13346
41,111,77,7766,29,0,220,109,0.4954545455,9828
39,49,74,4239,7,0,150,101,0.6733333333,8959
1,93,23,4901,24,1,180,87,0.4833333333,10055
3,174,43,6759,26,1,180,6,0.03333333333,9839
13,104,53,5777,17,0,150,46,0.3066666667,9011
28,159,49,7404,7,0,220,61,0.2772727273,8599
57,170,38,7423,13,1,180,10,0.05555555556,7227
60,11,50,7714,5,1,180,169,0.9388888889,9980
49,137,79,6727,26,1,220,83,0.3772727273,9468
25,49,79,6331,17,1,220,171,0.7772727273,11300
56,62,38,7258,3,0,150,88,0.5866666667,8186
33,35,68,6012,7,1,220,185,0.8409090909,10173
38,27,82,5651,26,0,220,193,0.8772727273,10976
53,174,41,7175,17,0,220,46,0.2090909091,7457
6,142,43,6245,7,1,150,8,0.05333333333,8513
58,164,95,7366,21,0,150,-14,-0.09333333333,7399
44,111,49,7264,1,1,180,69,0.3833333333,8518
45,162,77,5722,17,0,150,-12,-0.08,7195
32,43,50,6292,30,1,180,137,0.7611111111,10879
45,163,83,5197,17,0,220,57,0.2590909091,8288
47,86,38,6962,11,0,180,94,0.5222222222,8483
21,104,67,7563,25,1,180,76,0.4222222222,11297
16,6,64,5024,27,1,220,214,0.9727272727,11821
54,81,74,8260,29,0,180,99,0.55,9588
21,16,74,3532,3,0,150,134,0.8933333333,9360
11,43,37,7525,15,1,150,107,0.7133333333,10628
60,17,82,6066,29,0,150,133,0.8866666667,10476
37,50,66,6303,21,1,150,100,0.6666666667,10484
36,159,94,7396,11,0,180,21,0.1166666667,8279
35,117,76,7209,26,1,180,63,0.35,10621
19,21,64,4219,28,0,220,199,0.9045454545,10917
20,108,52,8079,16,1,180,72,0.4,10231
57,102,36,4472,25,1,180,78,0.4333333333,8607
18,92,89,7218,22,0,180,88,0.4888888889,11048
47,113,23,7902,28,1,220,107,0.4863636364,9479
41,167,39,8052,9,0,150,-17,-0.1133333333,7062
49,74,66,5707,24,1,180,106,0.5888888889,9837
14,162,34,7926,24,1,220,58,0.2636363636,9774
15,78,89,7820,1,1,220,142,0.6454545455,11175
31,67,66,6530,29,0,220,153,0.6954545455,10580
1,160,97,7075,25,1,150,-10,-0.06666666667,10223
53,64,94,6616,22,0,180,116,0.6444444444,9553
54,83,28,6785,16,1,220,137,0.6227272727,8772
54,41,35,8678,9,0,150,109,0.7266666667,8758
3,26,88,4143,19,0,220,194,0.8818181818,11441
16,152,80,8211,12,0,220,68,0.3090909091,9435
23,100,29,3694,19,1,220,120,0.5454545455,9127
57,72,69,7496,22,0,220,148,0.6727272727,9101
11,21,22,3988,9,1,220,199,0.9045454545,10036
12,16,96,5704,7,0,150,134,0.8933333333,11385
10,154,89,6157,14,0,180,26,0.1444444444,9512
32,149,100,8845,29,0,180,31,0.1722222222,10191
16,142,70,6776,19,0,180,38,0.2111111111,9372
8,122,38,4602,19,1,180,58,0.3222222222,9006
38,26,61,8743,2,0,150,124,0.8266666667,10349
12,124,54,4741,9,0,150,26,0.1733333333,7898
24,54,65,4015,13,1,150,96,0.64,10082
28,18,45,8723,15,0,220,202,0.9181818182,11047
53,179,88,3892,3,0,220,41,0.1863636364,7306
8,33,83,4130,11,0,220,187,0.85,10788
58,168,56,7216,21,0,180,12,0.06666666667,7112
28,129,68,5347,14,1,220,91,0.4136363636,9088
36,11,40,6155,30,1,180,169,0.9388888889,10670
26,33,93,4479,25,0,220,187,0.85,10500
8,143,83,8029,8,1,180,37,0.2055555556,10453
58,37,24,6902,18,1,220,183,0.8318181818,9620
60,138,89,7371,19,0,220,82,0.3727272727,8866
50,115,23,3777,16,1,150,35,0.2333333333,6960
28,83,58,3732,2,0,220,137,0.6227272727,9050
28,164,54,5052,8,1,220,56,0.2545454545,8374
37,62,20,8709,22,1,150,88,0.5866666667,9927
41,30,43,6770,6,1,180,150,0.8333333333,9830
36,178,76,5909,12,0,150,-28,-0.1866666667,6961
27,33,89,7012,15,1,150,117,0.78,11533
54,8,60,3525,25,0,180,172,0.9555555556,9255
17,103,73,3960,8,0,220,117,0.5318181818,9009
9,145,65,7264,4,1,180,35,0.1944444444,9665
33,43,79,6931,15,0,220,177,0.8045454545,10414
53,19,79,8687,28,1,220,201,0.9136363636,11593
20,123,76,8602,20,0,180,57,0.3166666667,9983
13,33,50,6983,25,0,150,117,0.78,11003
28,161,43,5494,17,1,180,19,0.1055555556,8011
48,79,55,3990,13,1,220,141,0.6409090909,8625
29,120,49,4572,18,1,180,60,0.3333333333,8535
13,36,43,6673,2,1,180,144,0.8,10768
46,134,49,3715,13,0,220,86,0.3909090909,7471
35,179,26,5223,13,0,150,-29,-0.1933333333,6253
6,88,54,5092,22,0,180,92,0.5111111111,10195
18,26,74,6106,15,1,220,194,0.8818181818,11384
51,31,33,3658,20,0,220,189,0.8590909091,8821
5,85,29,8281,29,1,180,95,0.5277777778,11112
47,130,99,6813,27,0,150,20,0.1333333333,8746
25,96,35,6341,10,1,180,84,0.4666666667,9503
2,25,73,5276,29,0,150,125,0.8333333333,11816
10,51,96,5552,3,0,150,99,0.66,10363
56,105,89,5795,19,1,150,45,0.3,8878
30,88,63,5196,3,0,150,62,0.4133333333,8012
50,10,92,6493,22,1,180,170,0.9444444444,11294
59,151,64,5969,14,0,220,69,0.3136363636,7235
45,135,75,5446,8,0,220,85,0.3863636364,7929
5,5,76,7309,27,1,220,215,0.9772727273,13143
55,62,40,6283,23,1,220,158,0.7181818182,8758
56,128,87,7144,30,0,220,92,0.4181818182,9747
33,170,69,8741,4,0,220,50,0.2272727273,8903
54,19,52,6000,27,0,180,161,0.8944444444,9315
1,166,26,7145,28,0,150,-16,-0.1066666667,9079
18,167,89,6145,20,0,220,53,0.2409090909,10200
32,68,34,5849,11,0,180,112,0.6222222222,8761
47,29,51,5432,26,1,220,191,0.8681818182,10014
49,28,94,6794,11,1,220,192,0.8727272727,11200
11,16,39,5257,27,1,150,134,0.8933333333,11270
21,22,34,8585,30,0,150,128,0.8533333333,11274
26,19,67,4616,11,0,150,131,0.8733333333,10359
25,31,90,6067,2,0,220,189,0.8590909091,10471
22,76,40,6999,30,1,220,144,0.6545454545,10753
59,64,61,3992,17,1,220,156,0.7090909091,8535
27,178,45,6806,9,0,150,-28,-0.1866666667,6764
49,149,33,4119,28,0,180,31,0.1722222222,6940
13,97,76,6732,28,1,220,123,0.5590909091,11044
33,57,56,7323,2,1,220,163,0.7409090909,9789
34,12,77,5880,29,1,220,208,0.9454545455,11626
41,83,40,5046,24,0,180,97,0.5388888889,8141
35,31,88,8458,15,0,220,189,0.8590909091,10956
1,178,22,7063,16,0,180,2,0.01111111111,8806
21,54,56,5105,25,1,220,166,0.7545454545,10702
48,135,68,7252,4,1,180,45,0.25,8229
55,97,38,8175,8,0,220,123,0.5590909091,8273
6,176,31,5390,9,0,150,-26,-0.1733333333,7007
28,28,80,4775,26,1,150,122,0.8133333333,11247
17,64,60,6243,26,0,150,86,0.5733333333,10402
5,126,52,5993,5,1,150,24,0.16,8917
31,135,69,8951,16,1,220,85,0.3863636364,10160
5,152,87,8758,13,0,150,-2,-0.01333333333,9924
38,50,90,3856,30,1,180,130,0.7222222222,10193
3,19,52,4369,7,0,150,131,0.8733333333,10374
53,157,100,4385,26,1,150,-7,-0.04666666667,7945
23,21,43,5501,20,1,150,129,0.86,10530
37,130,80,4783,17,0,220,90,0.4090909091,8734
53,88,80,4119,3,1,150,62,0.4133333333,7832
37,13,47,4382,5,0,180,167,0.9277777778,9364
10,170,77,4296,19,0,150,-20,-0.1333333333,7640
10,180,62,7142,12,1,150,-30,-0.2,8737
19,67,60,6925,29,0,150,83,0.5533333333,10403
17,121,58,4796,27,0,180,59,0.3277777778,9064
21,134,68,8214,7,0,150,16,0.1066666667,8456
14,92,36,3744,28,0,180,88,0.4888888889,9398
9,76,89,6395,9,0,180,104,0.5777777778,10371
46,143,89,4429,28,0,150,7,0.04666666667,7527
1,68,84,8866,6,1,180,112,0.6222222222,12133
51,76,93,4019,29,0,220,144,0.6545454545,9246
45,25,24,6712,26,1,150,125,0.8333333333,10021
13,22,21,5909,17,1,150,128,0.8533333333,10860
4,68,41,3507,16,0,180,112,0.6222222222,9541
1,86,76,6025,23,1,180,94,0.5222222222,11744
49,114,85,6923,3,1,150,36,0.24,8262
40,99,93,5519,21,0,220,121,0.55,9586
32,170,35,8090,26,0,180,10,0.05555555556,8176
